category	path	line	column	line_occurrence	spelling
scripts	scripts/regression-verification.sh	245	45	1	<OLD_PRODUCT_UPPER>
scripts	scripts/release-docs.test.mjs	28	20	1	<OLD_PRODUCT_LOWER>
scripts	scripts/release-docs.test.mjs	28	30	2	<OLD_PRODUCT_LOWER>
scripts	scripts/release-docs.test.mjs	40	36	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.mjs	106	57	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.mjs	108	92	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.mjs	125	4	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	133	4	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	144	4	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	148	10	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.mjs	149	14	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.mjs	266	13	1	<OLD_PRODUCT_CASED>
scripts	scripts/setup-local.mjs	271	26	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	292	1	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	369	42	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	370	54	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	372	49	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	428	53	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.mjs	459	20	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	65	49	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	252	75	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	253	63	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	299	36	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	301	11	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	302	10	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	358	105	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	397	33	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	799	49	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	800	47	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	805	52	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	877	50	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	938	49	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	939	47	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	1005	18	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	1017	52	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	1021	27	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	1029	41	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	1050	53	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	1052	62	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	1054	18	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	1066	40	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	1069	54	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	1071	71	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	1084	49	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-local.test.mjs	1108	105	1	<OLD_PRODUCT_UPPER>
scripts	scripts/setup-local.test.mjs	1156	49	1	<OLD_PRODUCT_LOWER>
scripts	scripts/setup-merge-executor.sh	459	76	1	<OLD_PRODUCT_CASED>
scripts	scripts/setup-merge-executor.sh	465	9	1	<OLD_PRODUCT_CASED>
scripts	scripts/setup-merge-executor.sh	474	29	1	<OLD_PRODUCT_CASED>
scripts	scripts/templates-release-demo.mjs	11	30	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.mjs	21	7	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/templates-release-demo.mjs	103	16	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/templates-release-demo.mjs	103	99	2	<OLD_PRODUCT_CASED>
filesystem	scripts/templates-release-demo.mjs	109	5	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/templates-release-demo.mjs	109	29	2	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.mjs	123	37	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.mjs	124	57	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.mjs	130	101	1	<OLD_PRODUCT_CASED>
scripts	scripts/templates-release-demo.mjs	143	5	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/templates-release-demo.mjs	169	73	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/templates-release-demo.mjs	169	105	2	<OLD_PRODUCT_CASED>
scripts	scripts/templates-release-demo.mjs	170	82	1	<OLD_PRODUCT_CASED>
scripts	scripts/templates-release-demo.mjs	175	19	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/templates-release-demo.mjs	177	72	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/templates-release-demo.mjs	178	70	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/templates-release-demo.mjs	182	78	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.test.mjs	18	51	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.test.mjs	47	5	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.test.mjs	54	56	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.test.mjs	54	123	2	<OLD_PRODUCT_CASED>
scripts	scripts/templates-release-demo.test.mjs	82	65	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.test.mjs	83	96	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.test.mjs	131	56	1	<OLD_PRODUCT_LOWER>
scripts	scripts/templates-release-demo.test.mjs	133	80	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.mjs	95	25	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.mjs	153	56	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.mjs	205	52	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.mjs	211	44	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.mjs	324	58	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.mjs	348	34	1	<OLD_PRODUCT_UPPER>
scripts	scripts/verify-oss-b0.mjs	349	22	1	<OLD_PRODUCT_UPPER>
scripts	scripts/verify-oss-b0.mjs	377	26	1	<OLD_PRODUCT_UPPER>
filesystem	scripts/verify-oss-b0.mjs	380	34	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.mjs	714	36	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.mjs	720	36	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.mjs	726	36	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.mjs	736	46	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.mjs	736	90	2	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.mjs	743	44	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.mjs	749	36	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.mjs	844	39	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.mjs	1494	31	1	<OLD_PRODUCT_UPPER>
scripts	scripts/verify-oss-b0.test.mjs	102	54	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	103	31	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.test.mjs	106	38	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.test.mjs	107	32	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.test.mjs	388	36	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	407	54	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	465	85	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	477	35	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	491	54	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	492	40	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	493	47	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	508	42	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	513	48	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	927	49	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	934	16	1	<OLD_PRODUCT_LOWER>
service-label	scripts/verify-oss-b0.test.mjs	935	46	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	936	35	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.test.mjs	950	29	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.test.mjs	958	21	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	959	47	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	965	63	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	971	69	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	998	71	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1006	62	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1006	88	2	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1007	5	1	<OLD_PRODUCT_UPPER>
filesystem	scripts/verify-oss-b0.test.mjs	1020	22	1	<OLD_PRODUCT_UPPER>
filesystem	scripts/verify-oss-b0.test.mjs	1039	22	1	<OLD_PRODUCT_UPPER>
scripts	scripts/verify-oss-b0.test.mjs	1059	40	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	1184	54	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	1184	109	2	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1197	97	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1200	26	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	1229	67	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1239	35	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1276	57	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1278	62	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	1281	39	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	1292	25	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1296	33	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-oss-b0.test.mjs	1452	86	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-oss-b0.test.mjs	1569	49	1	<OLD_PRODUCT_LOWER>
filesystem	scripts/verify-oss-b0.test.mjs	1585	77	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-secret-hygiene.mjs	14	60	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-secret-hygiene.mjs	51	4	1	<OLD_PRODUCT_UPPER>
npm-scope	scripts/verify-secret-hygiene.mjs	183	68	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-secret-hygiene.test.mjs	21	44	1	<OLD_PRODUCT_LOWER>
scripts	scripts/verify-secret-hygiene.test.mjs	45	79	1	<OLD_PRODUCT_LOWER>
npm-scope	scripts/verify-secret-hygiene.test.mjs	151	37	1	<OLD_PRODUCT_LOWER>
